CINDUSTRY2,CODE,COMPANYCODE,COMPANYNAME,EXCHANGE,ITPROFILE21,ITPROFILE26,ITPROFILE38,NAME,NO,SNAME,STYLE,STYLECODE,SYMBOL
食品饮料,0603345,80047570,福建安井食品股份有限公司,CNSESH,23667.464899999999,0592-6884968,,,975,安井食品,464,801120,603345
休闲服务,1000610,10000946,西安旅游股份有限公司,CNSESZ,23674.790099999998,029-82065529,www.cninfo.com.cn,,976,西安旅游,464,801210,000610
传媒,0603613,80400066,北京国联视讯信息技术股份有限公司,CNSESH,23717.2608,010-51480926,"www.neeq.com.cn,www.neeq.cc",,977,国联股份,464,801760,603613
化工,0603639,80133716,海利尔药业集团股份有限公司,CNSESH,23747.340400000001,0532-58659169,,,978,海利尔,464,801030,603639
电气设备,1002184,80080335,上海海得控制系统股份有限公司,CNSESZ,23939.3449,021-60572990,www.szse.cn,,979,海得控制,464,801730,002184
医药生物,1000590,10000927,启迪古汉集团股份有限公司,CNSESZ,23947.126700000001,0734-8239335,www.cninfo.com.cn,,980,启迪古汉,464,801150,000590
国防军工,1300424,80201221,广州航新航空科技股份有限公司,CNSESZ,23986.359,020-66350978,www.cninfo.com.cn,,981,航新科技,464,801740,300424
计算机,1002380,80139209,南京科远智慧科技集团股份有限公司,CNSESZ,23999.1649,"025-69836008,025-69836103",www.cninfo.com.cn,,982,科远智慧,464,801750,002380
机械设备,1002338,80046481,长春奥普光电技术股份有限公司,CNSESZ,24000,0431-86176789,www.cninfo.com.cn,,983,奥普光电,464,801890,002338
医药生物,0688266,80292140,苏州泽璟生物制药股份有限公司,CNSESH,24000,0512-57018310,,,984,泽璟制药,464,801150,688266
化工,0688571,80314246,杭华油墨股份有限公司,CNSESH,24000,0571-86721708,,,985,杭华股份,464,801030,688571
纺织服装,1300840,80630119,青岛酷特智能股份有限公司,CNSESZ,24000,0532-88598088,,,986,酷特智能,464,801130,300840
轻工制造,0603221,80744655,爱丽家居科技股份有限公司,CNSESH,24000,0512-58506008,,,987,爱丽家居,464,801140,603221
纺织服装,1300901,81586737,浙江中胤时尚股份有限公司,CNSESZ,24000,0577-88823999,,,988,中胤时尚,464,801130,300901
纺织服装,0603196,80515883,日播时尚集团股份有限公司,CNSESH,24000,021-57783232,,,989,日播时尚,464,801130,603196
采掘,0603505,80400104,金石资源集团股份有限公司,CNSESH,24000,0571-81387094,,,990,金石资源,464,801020,603505
食品饮料,0603886,80334385,上海元祖梦果子股份有限公司,CNSESH,24000,021-59755678,www.sse.com.cn,,991,元祖股份,464,801120,603886
通信,1300597,80456183,吉林吉大通信设计院股份有限公司,CNSESZ,24000,0431-85152089,www.cninfo.com.cn,,992,吉大通信,464,801770,300597
传媒,1300494,80387275,湖北盛天网络技术股份有限公司,CNSESZ,24000,027-86655050,www.cninfo.com.cn,,993,盛天网络,464,801760,300494
化工,1002748,80198745,江西世龙实业股份有限公司,CNSESZ,24000,0798-6735776,www.cninfo.com.cn,,994,世龙实业,464,801030,002748
纺织服装,1300577,80490776,安徽开润股份有限公司,CNSESZ,24018.3871,021-57683170,www.cninfo.com.cn,,995,开润股份,464,801130,300577
农林牧渔,0600097,10000070,上海开创国际海洋资源股份有限公司,CNSESH,24093.655900000002,"021-65686875,021-65690310",www.sse.com.cn,,996,开创国际,464,801010,600097
化工,0600228,10000185,江西昌九生物化工股份有限公司,CNSESH,24132,010-87403675,www.sse.com.cn,,997,ST昌九,464,801030,600228
通信,1300638,80524564,深圳市广和通无线股份有限公司,CNSESZ,24154.625700000001,0755-26733555,www.cninfo.com.cn,,998,广和通,464,801770,300638
建筑装饰,0603458,80376881,贵州省交通规划勘察设计研究院股份有限公司,CNSESH,24165.781500000001,0851-85825757,,,999,勘设股份,464,801720,603458
建筑装饰,0603717,80516648,天域生态环境股份有限公司,CNSESH,24179.624,021-25251800,,,1000,天域生态,464,801720,603717
电子,1002962,80718107,湖北五方光电股份有限公司,CNSESZ,24192,0716-8800323,,,1001,五方光电,464,801080,002962
通信,1300590,80506275,上海移为通信技术股份有限公司,CNSESZ,24221.700000000001,021-54450318,,,1002,移为通信,464,801770,300590
机械设备,1300421,80201106,江苏力星通用钢球股份有限公司,CNSESZ,24246.540400000002,0513-87513793,www.cninfo.com.cn,,1003,力星股份,464,801890,300421
医药生物,1002821,80316553,凯莱英医药集团(天津)股份有限公司,CNSESZ,24251.469300000001,022-66389560,,,1004,凯莱英,464,801150,002821
机械设备,1300400,80197737,深圳市劲拓自动化设备股份有限公司,CNSESZ,24262.580000000002,0755-89481726,www.cninfo.com.cn,,1005,劲拓股份,464,801890,300400
家用电器,1002290,80095559,苏州禾盛新型材料股份有限公司,CNSESZ,24271.233,"0512-65073528,0512-65073880",www.cninfo.com.cn,,1006,ST禾盛,464,801110,002290
医药生物,0900943,10000572,上海开开实业股份有限公司,CNSESH,24300,021-62712002,www.sse.com.cn,,1007,开开B股,464,801150,900943
医药生物,0600272,10000572,上海开开实业股份有限公司,CNSESH,24300,021-62712002,www.sse.com.cn,,1008,开开实业,464,801150,600272
电子,1002199,80102164,浙江东晶电子股份有限公司,CNSESZ,24344.2363,0579-89186668,www.cninfo.com.cn,,1009,东晶电子,464,801080,002199
建筑装饰,0603637,80371718,镇海石化工程股份有限公司,CNSESH,24370.203300000001,0574-87917820,www.sse.com.cn,,1010,镇海股份,464,801720,603637
有色金属,0603527,80522499,安徽众源新材料股份有限公司,CNSESH,24382.400000000001,0553-5312330,"www.neeq.com.cn,www.neeq.cc",,1011,众源新材,464,801050,603527
传媒,0603258,80461332,杭州电魂网络科技股份有限公司,CNSESH,24402.599999999999,0571-56683882,,,1012,电魂网络,464,801760,603258
化工,0603615,80302742,茶花现代家居用品股份有限公司,CNSESH,24455,0591-83961565,www.sse.com.cn,,1013,茶花股份,464,801030,603615
公用事业,0900935,10000569,上海阳晨投资股份有限公司,CNSESH,24459.599999999999,"021-63901001,021-63901800",www.sse.com.cn,,1014,阳晨B股,464,801160,900935
医药生物,0603520,80306658,浙江司太立制药股份有限公司,CNSESH,24490.474300000002,0576-87718605,,,1015,司太立,464,801150,603520
机械设备,0600992,10001364,贵州钢绳股份有限公司,CNSESH,24509,0851-28419570,www.sse.com.cn,,1016,贵绳股份,464,801890,600992
电子,1002134,80094353,天津普林电路股份有限公司,CNSESZ,24584.9768,022-24893466,www.cninfo.com.cn,,1017,天津普林,464,801080,002134
建筑材料,1300374,80198865,中铁装配式建筑股份有限公司,CNSESZ,24591.233700000001,010-57961616,www.cninfo.com.cn,,1018,中铁装配,464,801710,300374
机械设备,1002960,80069208,青鸟消防股份有限公司,CNSESZ,24621,010-62758875,,,1019,青鸟消防,464,801890,002960
机械设备,1300567,80303985,武汉精测电子集团股份有限公司,CNSESZ,24668.312000000002,027-87671179,www.cninfo.com.cn,,1020,精测电子,464,801890,300567
综合,0600128,10000099,江苏弘业股份有限公司,CNSESH,24676.75,025-52262530,www.sse.com.cn,,1021,弘业股份,464,801230,600128
医药生物,0688185,80632567,康希诺生物股份公司,CNSESH,24744.9899,022-58213766,,,1022,康希诺,464,801150,688185
医药生物,0600211,10000170,西藏诺迪康药业股份有限公司,CNSESH,24793.784299999999,"0891-6835809,028-86653915",www.sse.com.cn,,1023,西藏药业,464,801150,600211
食品饮料,0605338,81154774,中饮巴比食品股份有限公司,CNSESH,24800,021-57797068,,,1024,巴比食品,464,801120,605338
综合,1300797,80318384,钢研纳克检测技术股份有限公司,CNSESZ,24820,010-62181059,,,1025,钢研纳克,464,801230,300797
化工,1002999,80206277,广东天禾农资股份有限公司,CNSESZ,24828,020-87766490,,,1026,天禾股份,464,801030,002999
交通运输,1000556,10000898,南洋航运集团股份有限公司,CNSESZ,24871.8128,0898-68505333,"www.guosen.com.cn,www.gfzr.com.cn,www.neeq.com.cn",,1027,PT南洋,464,801170,000556
医药生物,1000411,10000684,浙江英特集团股份有限公司,CNSESZ,24893.9935,"0571-86022582,0571-85068752",www.cninfo.com.cn,,1028,英特集团,464,801150,000411
机械设备,1300480,80342596,光力科技股份有限公司,CNSESZ,24934.381000000001,0371-67858887,www.cninfo.com.cn,,1029,光力科技,464,801890,300480
计算机,1300520,80030436,科大国创软件股份有限公司,CNSESZ,24951.5065,0551-65396760,,,1030,科大国创,464,801750,300520
食品饮料,0600573,10001260,福建省燕京惠泉啤酒股份有限公司,CNSESH,25000,0595-87396105,www.sse.com.cn,,1031,惠泉啤酒,464,801120,600573
轻工制造,0603165,80408936,浙江荣晟环保纸业股份有限公司,CNSESH,25040.600299999998,0573-85986681,,,1032,荣晟环保,464,801140,603165
有色金属,1002295,80100082,广东精艺金属股份有限公司,CNSESZ,25061.599999999999,0757-26336931,www.cninfo.com.cn,,1033,精艺股份,464,801050,002295
电子,1002855,80329107,东莞捷荣技术股份有限公司,CNSESZ,25094.476200000001,0755-25865968,,,1034,捷荣技术,464,801080,002855
汽车,0603348,80091996,广东文灿压铸股份有限公司,CNSESH,25149.612400000002,0757-85121488,"www.neeq.com.cn,www.neeq.cc",,1035,文灿股份,464,801880,603348
通信,0603083,80555766,上海剑桥科技股份有限公司,CNSESH,25222.0566,021-60904272,,,1036,剑桥科技,464,801770,603083
纺织服装,0603518,80180923,锦泓时装集团股份有限公司,CNSESH,25239.835800000001,025-84736763,www.sse.com.cn,,1037,锦泓集团,464,801130,603518
机械设备,1002796,80204561,苏州市世嘉科技股份有限公司,CNSESZ,25242.694800000001,0512-66161736,www.cninfo.com.cn,,1038,世嘉科技,464,801890,002796
计算机,1300561,80453684,珠海汇金科技股份有限公司,CNSESZ,25245.068299999999,0756-3236673,www.cninfo.com.cn,,1039,汇金科技,464,801750,300561
机械设备,1002884,80416661,广东凌霄泵业股份有限公司,CNSESZ,25245.701799999999,0662-7707236,,,1040,凌霄泵业,464,801890,002884
化工,1002669,80194235,上海康达化工新材料集团股份有限公司,CNSESZ,25249.292099999999,021-68918998,www.cninfo.com.cn,,1041,康达新材,464,801030,002669
商业贸易,0600898,10000566,国美通讯设备股份有限公司,CNSESH,25252.382000000001,"0531-81675202,0531-81675313",www.sse.com.cn,,1042,*ST美讯,464,801200,600898
计算机,0603138,80493523,北京海量数据技术股份有限公司,CNSESH,25266.452399999998,010-62672218,"www.sse.com.cn,www.cninfo.com.cn",,1043,海量数据,464,801750,603138
传媒,1002095,80087788,浙江网盛生意宝股份有限公司,CNSESZ,25272,"0571-88228198,0571-88228222",www.cninfo.com.cn,,1044,生意宝,464,801760,002095
轻工制造,1300329,80153028,海伦钢琴股份有限公司,CNSESZ,25355.988000000001,0574-86813822,www.cninfo.com.cn,,1045,海伦钢琴,464,801140,300329
电气设备,1300141,80154891,苏州工业园区和顺电气股份有限公司,CNSESZ,25388.459999999999,"0512-62862607,0512-62862621",www.cninfo.com.cn,,1046,和顺电气,464,801730,300141
国防军工,1300719,80568624,北京安达维尔科技股份有限公司,CNSESZ,25424.525000000001,010-89401156,,,1047,安达维尔,464,801740,300719
汽车,1002725,80198907,浙江跃岭股份有限公司,CNSESZ,25600,0576-86402693,www.cninfo.com.cn,,1048,跃岭股份,464,801880,002725
轻工制造,1002731,80186211,沈阳萃华金银珠宝股份有限公司,CNSESZ,25615.599999999999,024-24868333,www.cninfo.com.cn,,1049,萃华珠宝,464,801140,002731
电气设备,1300490,80390365,华自科技股份有限公司,CNSESZ,25617.154600000002,0731-88238888,www.cninfo.com.cn,,1050,华自科技,464,801730,300490
建筑材料,0603856,80381822,山东东宏管业股份有限公司,CNSESH,25641.459999999999,0537-4640989,,,1051,东宏股份,464,801710,603856
机械设备,0688596,80536938,上海正帆科技股份有限公司,CNSESH,25650,021-54428800-6187,"www.neeq.com.cn,www.neeq.cc",,1052,正帆科技,464,801890,688596
化工,1300481,80312050,濮阳惠成电子材料股份有限公司,CNSESZ,25705.950000000001,0393-8910373,www.cninfo.com.cn,,1053,濮阳惠成,464,801030,300481
机械设备,1300412,80198718,浙江迦南科技股份有限公司,CNSESZ,25722.490000000002,0577-67976666,www.cninfo.com.cn,,1054,迦南科技,464,801890,300412
汽车,0603121,80623531,上海华培动力科技(集团)股份有限公司,CNSESH,25920,021-31838505,,,1055,华培动力,464,801880,603121
电气设备,1300660,80382111,江苏雷利电机股份有限公司,CNSESZ,25937.222000000002,0519-88369800,www.cninfo.com.cn,,1056,江苏雷利,464,801730,300660
机械设备,1002192,80098337,融捷股份有限公司,CNSESZ,25965.5203,020-38289069,www.cninfo.com.cn,,1057,*ST融捷,464,801890,002192
机械设备,1002529,80127309,福建海源复合材料科技股份有限公司,CNSESZ,26000,"0591-83855071,0591-83855031",www.cninfo.com.cn,,1058,*ST海源,464,801890,002529
轻工制造,1003018,81154783,金富科技股份有限公司,CNSESZ,26000,0769-89164633,,,1059,金富科技,464,801140,003018
机械设备,0603789,80205878,星光农机股份有限公司,CNSESH,26000,0572-3966768,www.sse.com.cn,,1060,星光农机,464,801890,603789
医药生物,0603309,80205028,广州维力医疗器械股份有限公司,CNSESH,26000,020-39945995,www.sse.com.cn,,1061,维力医疗,464,801150,603309
机械设备,0603690,80198434,上海至纯洁净系统科技股份有限公司,CNSESH,26005.304700000001,021-80238290,www.sse.com.cn,,1062,至纯科技,464,801890,603690
电子,1300708,80215110,聚灿光电科技股份有限公司,CNSESZ,26026.799999999999,0512-82258385,,,1063,聚灿光电,464,801080,300708
医药生物,0603387,80515889,基蛋生物科技股份有限公司,CNSESH,26034.087100000001,025-68568577,,,1064,基蛋生物,464,801150,603387
机械设备,0603960,80472242,上海克来机电自动化工程股份有限公司,CNSESH,26094.450000000001,021-33850028,www.sse.com.cn,,1065,克来机电,464,801890,603960
化工,0603360,80089356,大连百傲化学股份有限公司,CNSESH,26134.639999999999,0411-82285231,www.sse.com.cn,,1066,百傲化学,464,801030,603360
纺织服装,1002193,80101418,山东如意毛纺服装集团股份有限公司,CNSESZ,26171.555,0537-2933069,www.cninfo.com.cn,,1067,如意集团,464,801130,002193
电气设备,1300443,80200088,金雷科技股份公司,CNSESZ,26175.348399999999,"0531-76494368,0531-76492889",www.cninfo.com.cn,,1068,金雷股份,464,801730,300443
采掘,1002207,80091162,新疆准东石油技术股份有限公司,CNSESZ,26205.537799999998,"0994-3830616,0994-3830619",www.cninfo.com.cn,,1069,准油股份,464,801020,002207
农林牧渔,0600962,10001382,国投中鲁果汁股份有限公司,CNSESH,26221,010-88009021,www.sse.com.cn,,1070,国投中鲁,464,801010,600962
电子,1002189,80100663,中光学集团股份有限公司,CNSESZ,26256.816599999998,0377-63865031,www.cninfo.com.cn,,1071,中光学,464,801080,002189
医药生物,1300453,80202985,江西三鑫医疗科技股份有限公司,CNSESZ,26268.5,0791-85950380,www.cninfo.com.cn,,1072,三鑫医疗,464,801150,300453
汽车,0603701,80198356,浙江德宏汽车电子电器股份有限公司,CNSESH,26269.261200000001,0572-2756170,www.sse.com.cn,,1073,德宏股份,464,801880,603701
轻工制造,0603389,80400133,亚振家居股份有限公司,CNSESH,26275.200000000001,0513-84296002,www.cninfo.com.cn,,1074,*ST亚振,464,801140,603389
医药生物,1300049,80086471,内蒙古福瑞医疗科技股份有限公司,CNSESZ,26305.310000000001,010-84683855,www.cninfo.com.cn,,1075,福瑞股份,464,801150,300049
传媒,1300052,80127940,深圳中青宝互动网络股份有限公司,CNSESZ,26326.93,0755-26733925,www.cninfo.com.cn,,1076,中青宝,464,801760,300052
电子,0603633,80458645,上海徕木电子股份有限公司,CNSESH,26350.119999999999,021-67679072,www.sse.com.cn,,1077,徕木股份,464,801080,603633
食品饮料,1000752,10001057,西藏发展股份有限公司,CNSESZ,26375.849099999999,028-85238616,www.cninfo.com.cn,,1078,*ST西发,464,801120,000752
医药生物,1300238,80133708,冠昊生物科技股份有限公司,CNSESZ,26515.570100000001,"020-32952205,020-32052295",www.cninfo.com.cn,,1079,冠昊生物,464,801150,300238
公用事业,1300125,80151456,聆达集团股份有限公司,CNSESZ,26549.999500000002,0411-84732571,www.cninfo.com.cn,,1080,聆达股份,464,801160,300125
农林牧渔,1200992,10001241,山东省中鲁远洋渔业股份有限公司,CNSESZ,26607.132000000001,"0532-55717968,0532-55715968",www.cninfo.com.cn,,1081,中鲁B,464,801010,200992
机械设备,1300607,80475878,广东拓斯达科技股份有限公司,CNSESZ,26616.8406,0769-82893316,,,1082,拓斯达,464,801890,300607
计算机,1300378,80168755,鼎捷软件股份有限公司,CNSESZ,26617.135300000002,021-51791699,www.cninfo.com.cn,,1083,鼎捷软件,464,801750,300378
农林牧渔,1000702,10001020,湖南正虹科技发展股份有限公司,CNSESZ,26663.457600000002,0730-5715016,www.cninfo.com.cn,,1084,正虹科技,464,801010,000702
交通运输,0603967,80392569,中创物流股份有限公司,CNSESH,26666.669999999998,0532-66789888,,,1085,中创物流,464,801170,603967
休闲服务,0603099,80198705,长白山旅游股份有限公司,CNSESH,26667,0433-5310177,www.sse.com.cn,,1086,长白山,464,801210,603099
纺织服装,0603365,80305672,上海水星家用纺织品股份有限公司,CNSESH,26667,021-57435982,,,1087,水星家纺,464,801130,603365
电子,1300793,80612212,佳禾智能科技股份有限公司,CNSESZ,26668.799999999999,0769-22248801,,,1088,佳禾智能,464,801080,300793
机械设备,0603289,80461320,泰瑞机器股份有限公司,CNSESH,26680,"0571-86733393,0571-86736038",,,1089,泰瑞机器,464,801890,603289
电子,0688138,80524556,深圳清溢光电股份有限公司,CNSESH,26680,0755-86359868,,,1090,清溢光电,464,801080,688138
机械设备,0603611,80202092,诺力智能装备股份有限公司,CNSESH,26718.473399999999,0572-6210906,www.sse.com.cn,,1091,诺力股份,464,801890,603611
通信,1300504,80499595,四川天邑康和通信股份有限公司,CNSESZ,26740.799999999999,028-88208089,,,1092,天邑股份,464,801770,300504
